gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.13,1598.33,Yes
Female,1,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,66.4,Yes
Male,0,No,Yes,15,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,81.91,1259.36,No
Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,83.61,3361.91,No
Male,1,No,Yes,26,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,88.09,2315.03,No
Male,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.34,209.01,No
Male,0,No,No,11,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.14,373.86,Yes
Male,1,No,No,32,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,65.06,2067.45,No
Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.76,862.29,Yes
Female,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),91.46,2652.15,No
Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.55,642.04,Yes
Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,92.45,1203.04,Yes
Female,0,No,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,49.4,No
Female,0,No,No,7,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),63.47,427.95,No
Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),92.64,1769.72,No
Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.67,158.36,No
Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.6,726.51,Yes
Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.88,4521.43,No
Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,87.91,2192.82,No
Female,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.74,1142.23,No
Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),86.24,1046.17,Yes
Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,95.56,1037.9,Yes
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.12,707.15,Yes
Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.54,227.83,No
Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,85.87,2651.43,No
Male,0,No,Yes,19,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),54.0,1057.97,No
Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.92,921.8,No
Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,43.52,62.95,No
Female,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,96.77,983.85,Yes
Female,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,76.79,2067.61,No
Female,1,Yes,Yes,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.76,2206.36,No
Female,0,No,No,30,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.81,1314.96,Yes
Male,0,No,No,14,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,41.95,603.32,No
Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),82.89,493.53,No
Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.14,964.49,Yes
Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.45,751.2,Yes
Female,0,Yes,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.2,1390.07,No
Male,1,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,95.75,1229.63,Yes
Male,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.0,637.24,No
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),76.84,319.37,No
Male,0,No,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,87.52,1210.13,Yes
Female,1,Yes,No,17,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),57.89,974.55,No
Female,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.71,303.63,No
Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.66,446.18,Yes
Female,0,No,No,55,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),44.13,2468.35,No
Male,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),93.51,1122.63,Yes
Female,0,Yes,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),50.27,432.05,No
Male,0,No,No,33,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,56.3,1829.96,No
Male,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.55,18.49,Yes
Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.88,83.48,Yes
Female,0,No,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,92.7,822.55,Yes
Male,0,No,No,31,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.39,1566.16,No
Male,1,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,97.9,1574.22,Yes
Female,1,No,Yes,23,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),80.91,1853.79,No
Female,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.75,155.04,Yes
Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),47.82,220.7,Yes
Female,0,No,No,8,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),43.4,291.47,Yes
Male,1,No,No,19,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,61.27,1166.76,No
Female,0,Yes,No,19,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),46.87,899.09,No
Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),83.49,1604.91,No
Female,1,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,442.34,No
Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,86.01,1777.87,No
Male,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,78.86,5478.33,No
Female,0,No,No,19,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),51.41,984.12,No
Male,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,273.05,Yes
Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),80.06,5751.17,No
Female,1,No,No,47,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),55.94,2641.03,No
Female,0,No,Yes,46,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,59.06,2745.37,No
Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.98,1109.36,Yes
Male,0,Yes,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.17,742.26,No
Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,82.59,918.32,No
Male,0,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,60.0,1350.35,No
Female,0,No,No,71,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.54,7074.77,No
Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,85.23,497.88,No
Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),82.83,1809.42,No
Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.7,448.61,Yes
Female,0,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.21,394.34,No
Female,1,No,No,16,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),55.75,873.96,Yes
Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),86.11,4613.56,No
Male,0,No,Yes,12,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.5,554.17,Yes
Male,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),72.92,3694.61,No
Female,1,Yes,Yes,14,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,46.05,619.44,No
Male,0,Yes,Yes,18,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.51,892.62,No
Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,83.2,903.63,Yes
Male,0,Yes,No,5,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,64.79,291.12,No
Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),81.33,991.42,No
Male,0,No,No,15,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),56.01,835.31,No
Male,1,Yes,Yes,15,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.13,971.04,No
Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.92,569.81,Yes
Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),79.71,2792.41,Yes
Female,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,95.97,1820.99,No
Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.75,326.38,No
Male,0,Yes,No,24,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.9,1174.89,No
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.28,41.9,Yes
Female,0,No,No,13,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.99,648.71,No
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,3.29,No
Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.92,185.58,Yes
Female,0,Yes,No,8,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),68.79,572.72,No
Female,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,70.84,3415.21,No
Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.56,299.05,Yes
Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.47,22.6,No
Male,0,Yes,No,42,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,47.78,1989.3,No
Female,0,Yes,No,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),54.95,3073.56,No
Female,1,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,306.82,No
Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),84.61,359.44,No
Female,0,No,Yes,19,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.83,987.55,No
Female,1,Yes,Yes,21,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),60.98,1302.58,No
Female,0,Yes,Yes,23,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,49.7,1162.81,No
Male,0,No,No,7,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,54.53,408.02,No
Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,76.66,1165.52,Yes
Male,1,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),80.07,399.77,Yes
Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.19,486.3,No
Female,0,Yes,No,23,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,49.49,1166.27,No
Female,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,52.37,639.01,No
Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),85.08,4478.92,No
Female,1,No,No,9,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,91.85,851.26,Yes
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.73,449.37,No
Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.01,647.06,Yes
Female,1,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,94.11,4649.12,No
Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,89.74,2778.5,No
Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.97,447.09,No
Female,0,No,No,3,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),97.5,297.05,Yes
Female,0,Yes,Yes,9,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),55.72,491.04,Yes
Male,0,Yes,No,29,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,66.24,1915.49,No
Male,0,No,No,4,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,57.93,217.25,No
Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.57,29.08,Yes
Female,0,No,No,19,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,60.2,1157.11,No
Male,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.5,435.25,No
Female,1,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),74.53,1276.77,No
Female,0,No,No,47,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,76.6,3583.88,No
Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),70.37,561.94,No
Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.88,353.85,No
Female,0,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,787.75,No
Female,0,Yes,No,23,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),49.85,1147.91,No
Male,0,No,No,13,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),47.6,594.69,Yes
Female,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.3,1061.98,No
Female,1,No,No,36,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,44.81,1605.01,No
Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.32,810.05,Yes
Female,0,Yes,No,40,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),61.28,2449.78,No
Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.85,874.3,No
Female,0,Yes,No,9,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),48.46,464.2,No
Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,86.74,6124.14,No
Male,0,Yes,No,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),49.0,254.0,No
Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),78.15,3156.09,No
Female,0,Yes,No,11,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),52.26,596.2,No
Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),93.28,887.64,Yes
Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,102.7,5172.74,No
Male,1,No,No,16,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),48.27,743.32,No
Male,0,No,No,34,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,93.55,3144.9,No
Male,0,No,No,39,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,79.34,3060.26,No
Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.57,2519.19,Yes
Male,0,No,Yes,8,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),55.47,424.59,No
Female,0,No,No,12,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),58.67,688.45,Yes
Female,0,No,No,43,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.42,4306.62,No
Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),95.89,6160.73,No
Female,0,Yes,Yes,26,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),59.32,1556.45,No
Female,0,No,Yes,56,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,60.2,3344.78,No
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.24,155.03,Yes
Male,0,No,No,3,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.59,207.09,Yes
Male,0,No,No,22,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),50.09,1087.56,No
Male,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,87.85,886.87,Yes
Female,0,No,No,12,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,93.78,1119.29,No
Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),85.38,916.02,Yes
Male,0,No,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.23,366.09,Yes
Male,1,No,No,8,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,52.24,418.66,Yes
Male,0,Yes,Yes,72,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),98.09,7043.35,No
Male,0,No,Yes,12,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,82.33,1018.13,Yes
Male,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),88.55,892.06,Yes
Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),82.58,1154.88,No
Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.3,89.6,No
